Total_Modelos,Melhor_Modelo,Melhor_AUC,Melhor_Gini,AUC_Medio,AUC_Desvio,AUC_Maximo,AUC_Minimo
15,XGBoost Otimizado,0.9182066956662456,0.8364133913324912,0.8467989601372529,0.07562721721045663,0.9182066956662456,0.7209142354762589
